year,state_orig,state_dest,sctg2,sctg2_description,value
2012,AR,MO,5,"Meat, poultry, fish, seafood, and preparations",432.18
2017,AR,MO,5,"Meat, poultry, fish, seafood, and preparations",458.02
2012,AR,MO,6,Milled grain products and preparations and bakery products,4.95
2017,AR,MO,6,Milled grain products and preparations and bakery products,5.00
2012,AR,MO,7,Other prepared foodstuffs and preparations,21.57
2017,AR,MO,7,Other prepared foodstuffs and preparations,21.72
2012,AR,MS,1,Animals & fish (live),29.76
2017,AR,MS,1,Animals & fish (live),36.64
2012,AR,MS,2,Cereal grains and seed,48.77
2017,AR,MS,2,Cereal grains and seed,40.24
2012,AR,MS,3,"Agricultural products (excl. feed, grains, and forage)",168.64
2017,AR,MS,3,"Agricultural products (excl. feed, grains, and forage)",199.35
2012,AR,MS,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2017,AR,MS,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2012,AR,MS,5,"Meat, poultry, fish, seafood, and preparations",160.00
2017,AR,MS,5,"Meat, poultry, fish, seafood, and preparations",169.57
2012,AR,MS,6,Milled grain products and preparations and bakery products,0.83
2017,AR,MS,6,Milled grain products and preparations and bakery products,0.83
2012,AR,MS,7,Other prepared foodstuffs and preparations,50.75
2017,AR,MS,7,Other prepared foodstuffs and preparations,51.09
2012,AR,MT,7,Other prepared foodstuffs and preparations,0.48
2017,AR,MT,7,Other prepared foodstuffs and preparations,0.48
2012,AR,NC,3,"Agricultural products (excl. feed, grains, and forage)",5.36
2017,AR,NC,3,"Agricultural products (excl. feed, grains, and forage)",6.33
2012,AR,NC,4,"Animal feed, eggs, honey, other products of animal origin",31.20
2017,AR,NC,4,"Animal feed, eggs, honey, other products of animal origin",34.33
2012,AR,NC,5,"Meat, poultry, fish, seafood, and preparations",28.39
2017,AR,NC,5,"Meat, poultry, fish, seafood, and preparations",30.09
2012,AR,NC,7,Other prepared foodstuffs and preparations,36.90
2017,AR,NC,7,Other prepared foodstuffs and preparations,37.15
2012,AR,ND,5,"Meat, poultry, fish, seafood, and preparations",0.68
2017,AR,ND,5,"Meat, poultry, fish, seafood, and preparations",0.72
2012,AR,NE,5,"Meat, poultry, fish, seafood, and preparations",83.29
2017,AR,NE,5,"Meat, poultry, fish, seafood, and preparations",88.27
2012,AR,NH,7,Other prepared foodstuffs and preparations,9.61
2017,AR,NH,7,Other prepared foodstuffs and preparations,9.68
2012,AR,NJ,5,"Meat, poultry, fish, seafood, and preparations",86.28
2017,AR,NJ,5,"Meat, poultry, fish, seafood, and preparations",91.44
2012,AR,NJ,7,Other prepared foodstuffs and preparations,55.06
2017,AR,NJ,7,Other prepared foodstuffs and preparations,55.43
2012,AR,NM,5,"Meat, poultry, fish, seafood, and preparations",22.36
2017,AR,NM,5,"Meat, poultry, fish, seafood, and preparations",23.70
2012,AR,NM,7,Other prepared foodstuffs and preparations,0.29
2017,AR,NM,7,Other prepared foodstuffs and preparations,0.29
2012,AR,NV,5,"Meat, poultry, fish, seafood, and preparations",7.36
2017,AR,NV,5,"Meat, poultry, fish, seafood, and preparations",7.80
2012,AR,NV,7,Other prepared foodstuffs and preparations,0.30
2017,AR,NV,7,Other prepared foodstuffs and preparations,0.30
2012,AR,NY,5,"Meat, poultry, fish, seafood, and preparations",257.16
2017,AR,NY,5,"Meat, poultry, fish, seafood, and preparations",272.54
2012,AR,NY,6,Milled grain products and preparations and bakery products,6.95
2017,AR,NY,6,Milled grain products and preparations and bakery products,7.01
2012,AR,NY,7,Other prepared foodstuffs and preparations,1.94
2017,AR,NY,7,Other prepared foodstuffs and preparations,1.95
2012,AR,OH,4,"Animal feed, eggs, honey, other products of animal origin",5.10
2017,AR,OH,4,"Animal feed, eggs, honey, other products of animal origin",5.61
2012,AR,OH,5,"Meat, poultry, fish, seafood, and preparations",160.32
2017,AR,OH,5,"Meat, poultry, fish, seafood, and preparations",169.91
2012,AR,OH,6,Milled grain products and preparations and bakery products,21.99
2017,AR,OH,6,Milled grain products and preparations and bakery products,22.20
2012,AR,OH,7,Other prepared foodstuffs and preparations,111.29
2017,AR,OH,7,Other prepared foodstuffs and preparations,112.04
2012,AR,OK,1,Animals & fish (live),11.88
2017,AR,OK,1,Animals & fish (live),14.62
2012,AR,OK,2,Cereal grains and seed,12.83
2017,AR,OK,2,Cereal grains and seed,10.59
2012,AR,OK,3,"Agricultural products (excl. feed, grains, and forage)",38.83
2017,AR,OK,3,"Agricultural products (excl. feed, grains, and forage)",45.90
2012,AR,OK,4,"Animal feed, eggs, honey, other products of animal origin",65.15
2017,AR,OK,4,"Animal feed, eggs, honey, other products of animal origin",71.68
2012,AR,OK,5,"Meat, poultry, fish, seafood, and preparations",537.06
2017,AR,OK,5,"Meat, poultry, fish, seafood, and preparations",569.17
2012,AR,OK,6,Milled grain products and preparations and bakery products,0.19
2017,AR,OK,6,Milled grain products and preparations and bakery products,0.20
2012,AR,OK,7,Other prepared foodstuffs and preparations,23.08
2017,AR,OK,7,Other prepared foodstuffs and preparations,23.24
2012,AR,OR,5,"Meat, poultry, fish, seafood, and preparations",91.88
2017,AR,OR,5,"Meat, poultry, fish, seafood, and preparations",97.38
2012,AR,OR,6,Milled grain products and preparations and bakery products,0.32
2017,AR,OR,6,Milled grain products and preparations and bakery products,0.33
2012,AR,OR,7,Other prepared foodstuffs and preparations,12.78
2017,AR,OR,7,Other prepared foodstuffs and preparations,12.86
2012,AR,PA,5,"Meat, poultry, fish, seafood, and preparations",389.03
2017,AR,PA,5,"Meat, poultry, fish, seafood, and preparations",412.30
2012,AR,PA,6,Milled grain products and preparations and bakery products,46.96
2017,AR,PA,6,Milled grain products and preparations and bakery products,47.40
2012,AR,PA,7,Other prepared foodstuffs and preparations,470.93
2017,AR,PA,7,Other prepared foodstuffs and preparations,474.08
2012,AR,SC,3,"Agricultural products (excl. feed, grains, and forage)",0.02
2017,AR,SC,3,"Agricultural products (excl. feed, grains, and forage)",0.02
2012,AR,SC,5,"Meat, poultry, fish, seafood, and preparations",2.10
2017,AR,SC,5,"Meat, poultry, fish, seafood, and preparations",2.23
2012,AR,SC,6,Milled grain products and preparations and bakery products,7.69
2017,AR,SC,6,Milled grain products and preparations and bakery products,7.76
2012,AR,SC,7,Other prepared foodstuffs and preparations,0.30
2017,AR,SC,7,Other prepared foodstuffs and preparations,0.30
2012,AR,TN,1,Animals & fish (live),9.17
2017,AR,TN,1,Animals & fish (live),11.29
2012,AR,TN,2,Cereal grains and seed,22.56
2017,AR,TN,2,Cereal grains and seed,18.61
2012,AR,TN,3,"Agricultural products (excl. feed, grains, and forage)",28.64
2017,AR,TN,3,"Agricultural products (excl. feed, grains, and forage)",33.86
2012,AR,TN,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2017,AR,TN,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,AR,TN,5,"Meat, poultry, fish, seafood, and preparations",116.06
2017,AR,TN,5,"Meat, poultry, fish, seafood, and preparations",123.00
2012,AR,TN,6,Milled grain products and preparations and bakery products,298.32
2017,AR,TN,6,Milled grain products and preparations and bakery products,301.13
2012,AR,TN,7,Other prepared foodstuffs and preparations,13.64
2017,AR,TN,7,Other prepared foodstuffs and preparations,13.74
2012,AR,TX,1,Animals & fish (live),124.50
2017,AR,TX,1,Animals & fish (live),153.28
2012,AR,TX,2,Cereal grains and seed,27.40
2017,AR,TX,2,Cereal grains and seed,22.60
2012,AR,TX,3,"Agricultural products (excl. feed, grains, and forage)",31.27
2017,AR,TX,3,"Agricultural products (excl. feed, grains, and forage)",36.96
2012,AR,TX,4,"Animal feed, eggs, honey, other products of animal origin",9.84
2017,AR,TX,4,"Animal feed, eggs, honey, other products of animal origin",10.83
2012,AR,TX,5,"Meat, poultry, fish, seafood, and preparations",1333.40
2017,AR,TX,5,"Meat, poultry, fish, seafood, and preparations",1413.14
2012,AR,TX,6,Milled grain products and preparations and bakery products,86.07
2017,AR,TX,6,Milled grain products and preparations and bakery products,86.88
2012,AR,TX,7,Other prepared foodstuffs and preparations,228.97
2017,AR,TX,7,Other prepared foodstuffs and preparations,230.50
2012,AR,UT,5,"Meat, poultry, fish, seafood, and preparations",94.11
2017,AR,UT,5,"Meat, poultry, fish, seafood, and preparations",99.73
2012,AR,UT,6,Milled grain products and preparations and bakery products,6.82
2017,AR,UT,6,Milled grain products and preparations and bakery products,6.88
2012,AR,VA,5,"Meat, poultry, fish, seafood, and preparations",94.14
2017,AR,VA,5,"Meat, poultry, fish, seafood, and preparations",99.77
2012,AR,VA,7,Other prepared foodstuffs and preparations,0.29
2017,AR,VA,7,Other prepared foodstuffs and preparations,0.30
2012,AR,WA,5,"Meat, poultry, fish, seafood, and preparations",45.13
2017,AR,WA,5,"Meat, poultry, fish, seafood, and preparations",47.83
2012,AR,WA,6,Milled grain products and preparations and bakery products,1.02
2017,AR,WA,6,Milled grain products and preparations and bakery products,1.03
2012,AR,WA,7,Other prepared foodstuffs and preparations,0.29
2017,AR,WA,7,Other prepared foodstuffs and preparations,0.29
2012,AR,WI,5,"Meat, poultry, fish, seafood, and preparations",70.71
2017,AR,WI,5,"Meat, poultry, fish, seafood, and preparations",74.94
2012,AR,WI,7,Other prepared foodstuffs and preparations,0.97
2017,AR,WI,7,Other prepared foodstuffs and preparations,0.98
2012,AR,WV,7,Other prepared foodstuffs and preparations,0.93
2017,AR,WV,7,Other prepared foodstuffs and preparations,0.93
2012,AZ,AK,7,Other prepared foodstuffs and preparations,0.04
2017,AZ,AK,7,Other prepared foodstuffs and preparations,0.04
2012,AZ,AL,7,Other prepared foodstuffs and preparations,19.34
2017,AZ,AL,7,Other prepared foodstuffs and preparations,20.24
2012,AZ,AR,3,"Agricultural products (excl. feed, grains, and forage)",4.43
2017,AZ,AR,3,"Agricultural products (excl. feed, grains, and forage)",4.68
2012,AZ,AR,5,"Meat, poultry, fish, seafood, and preparations",0.99
2017,AZ,AR,5,"Meat, poultry, fish, seafood, and preparations",1.09
2012,AZ,AR,7,Other prepared foodstuffs and preparations,0.97
2017,AZ,AR,7,Other prepared foodstuffs and preparations,1.01
2012,AZ,CA,1,Animals & fish (live),871.69
2017,AZ,CA,1,Animals & fish (live),959.96
2012,AZ,CA,2,Cereal grains and seed,3.81
2017,AZ,CA,2,Cereal grains and seed,3.75
2012,AZ,CA,3,"Agricultural products (excl. feed, grains, and forage)",360.41
2017,AZ,CA,3,"Agricultural products (excl. feed, grains, and forage)",380.49
2012,AZ,CA,4,"Animal feed, eggs, honey, other products of animal origin",1162.73
2017,AZ,CA,4,"Animal feed, eggs, honey, other products of animal origin",1279.33
2012,AZ,CA,5,"Meat, poultry, fish, seafood, and preparations",338.44
2017,AZ,CA,5,"Meat, poultry, fish, seafood, and preparations",372.92
2012,AZ,CA,6,Milled grain products and preparations and bakery products,226.71
2017,AZ,CA,6,Milled grain products and preparations and bakery products,237.93
2012,AZ,CA,7,Other prepared foodstuffs and preparations,967.96
2017,AZ,CA,7,Other prepared foodstuffs and preparations,1013.12
2012,AZ,CO,3,"Agricultural products (excl. feed, grains, and forage)",2.00
2017,AZ,CO,3,"Agricultural products (excl. feed, grains, and forage)",2.11
2012,AZ,CO,4,"Animal feed, eggs, honey, other products of animal origin",198.05
2017,AZ,CO,4,"Animal feed, eggs, honey, other products of animal origin",217.91
2012,AZ,CO,5,"Meat, poultry, fish, seafood, and preparations",6.79
2017,AZ,CO,5,"Meat, poultry, fish, seafood, and preparations",7.48
2012,AZ,CO,6,Milled grain products and preparations and bakery products,4.67
2017,AZ,CO,6,Milled grain products and preparations and bakery products,4.90
2012,AZ,CO,7,Other prepared foodstuffs and preparations,356.70
2017,AZ,CO,7,Other prepared foodstuffs and preparations,373.34
2012,AZ,CT,7,Other prepared foodstuffs and preparations,0.52
2017,AZ,CT,7,Other prepared foodstuffs and preparations,0.54
2012,AZ,FL,3,"Agricultural products (excl. feed, grains, and forage)",25.33
2017,AZ,FL,3,"Agricultural products (excl. feed, grains, and forage)",26.74
2012,AZ,FL,5,"Meat, poultry, fish, seafood, and preparations",36.20
2017,AZ,FL,5,"Meat, poultry, fish, seafood, and preparations",39.89
2012,AZ,FL,7,Other prepared foodstuffs and preparations,31.37
2017,AZ,FL,7,Other prepared foodstuffs and preparations,32.83
2012,AZ,GA,3,"Agricultural products (excl. feed, grains, and forage)",9.08
2017,AZ,GA,3,"Agricultural products (excl. feed, grains, and forage)",9.59
2012,AZ,GA,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2017,AZ,GA,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,AZ,GA,5,"Meat, poultry, fish, seafood, and preparations",41.25
2017,AZ,GA,5,"Meat, poultry, fish, seafood, and preparations",45.45
2012,AZ,GA,7,Other prepared foodstuffs and preparations,12.51
2017,AZ,GA,7,Other prepared foodstuffs and preparations,13.09
2012,AZ,HI,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,AZ,HI,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,AZ,HI,4,"Animal feed, eggs, honey, other products of animal origin",7.03
2017,AZ,HI,4,"Animal feed, eggs, honey, other products of animal origin",7.74
2012,AZ,HI,7,Other prepared foodstuffs and preparations,1.80
2017,AZ,HI,7,Other prepared foodstuffs and preparations,1.89
2012,AZ,IA,7,Other prepared foodstuffs and preparations,2.57
2017,AZ,IA,7,Other prepared foodstuffs and preparations,2.69
2012,AZ,ID,3,"Agricultural products (excl. feed, grains, and forage)",1.89
2017,AZ,ID,3,"Agricultural products (excl. feed, grains, and forage)",1.99
2012,AZ,ID,6,Milled grain products and preparations and bakery products,14.97
2017,AZ,ID,6,Milled grain products and preparations and bakery products,15.71
2012,AZ,ID,7,Other prepared foodstuffs and preparations,2.40
2017,AZ,ID,7,Other prepared foodstuffs and preparations,2.52
2012,AZ,IL,3,"Agricultural products (excl. feed, grains, and forage)",14.25
2017,AZ,IL,3,"Agricultural products (excl. feed, grains, and forage)",15.05
2012,AZ,IL,5,"Meat, poultry, fish, seafood, and preparations",89.18
2017,AZ,IL,5,"Meat, poultry, fish, seafood, and preparations",98.26
2012,AZ,IL,6,Milled grain products and preparations and bakery products,2.81
2017,AZ,IL,6,Milled grain products and preparations and bakery products,2.95
2012,AZ,IL,7,Other prepared foodstuffs and preparations,10.46
2017,AZ,IL,7,Other prepared foodstuffs and preparations,10.95
2012,AZ,IN,3,"Agricultural products (excl. feed, grains, and forage)",0.25
2017,AZ,IN,3,"Agricultural products (excl. feed, grains, and forage)",0.27
2012,AZ,IN,7,Other prepared foodstuffs and preparations,1.73
2017,AZ,IN,7,Other prepared foodstuffs and preparations,1.81
2012,AZ,KS,3,"Agricultural products (excl. feed, grains, and forage)",1.00
2017,AZ,KS,3,"Agricultural products (excl. feed, grains, and forage)",1.06
2012,AZ,KS,5,"Meat, poultry, fish, seafood, and preparations",23.80
2017,AZ,KS,5,"Meat, poultry, fish, seafood, and preparations",26.23
2012,AZ,KY,3,"Agricultural products (excl. feed, grains, and forage)",6.81
2017,AZ,KY,3,"Agricultural products (excl. feed, grains, and forage)",7.19
2012,AZ,KY,7,Other prepared foodstuffs and preparations,24.29
2017,AZ,KY,7,Other prepared foodstuffs and preparations,25.42
2012,AZ,LA,3,"Agricultural products (excl. feed, grains, and forage)",0.99
2017,AZ,LA,3,"Agricultural products (excl. feed, grains, and forage)",1.04
2012,AZ,LA,7,Other prepared foodstuffs and preparations,7.20
2017,AZ,LA,7,Other prepared foodstuffs and preparations,7.53
2012,AZ,MA,3,"Agricultural products (excl. feed, grains, and forage)",3.60
2017,AZ,MA,3,"Agricultural products (excl. feed, grains, and forage)",3.80
2012,AZ,MA,4,"Animal feed, eggs, honey, other products of animal origin",0.02
2017,AZ,MA,4,"Animal feed, eggs, honey, other products of animal origin",0.02
2012,AZ,MA,7,Other prepared foodstuffs and preparations,58.03
2017,AZ,MA,7,Other prepared foodstuffs and preparations,60.74
2012,AZ,MD,3,"Agricultural products (excl. feed, grains, and forage)",3.13
2017,AZ,MD,3,"Agricultural products (excl. feed, grains, and forage)",3.30
2012,AZ,MD,7,Other prepared foodstuffs and preparations,24.36
2017,AZ,MD,7,Other prepared foodstuffs and preparations,25.50
2012,AZ,ME,3,"Agricultural products (excl. feed, grains, and forage)",2.27
2017,AZ,ME,3,"Agricultural products (excl. feed, grains, and forage)",2.39
2012,AZ,MI,3,"Agricultural products (excl. feed, grains, and forage)",20.75
2017,AZ,MI,3,"Agricultural products (excl. feed, grains, and forage)",21.90
2012,AZ,MI,7,Other prepared foodstuffs and preparations,4.96
2017,AZ,MI,7,Other prepared foodstuffs and preparations,5.19
2012,AZ,MN,3,"Agricultural products (excl. feed, grains, and forage)",4.11
2017,AZ,MN,3,"Agricultural products (excl. feed, grains, and forage)",4.34
2012,AZ,MN,7,Other prepared foodstuffs and preparations,45.06
2017,AZ,MN,7,Other prepared foodstuffs and preparations,47.16
